Title	Abstract	Journal	Date of Publication	Authors	PMID
Real-Time Fluorescence-Based COVID-19 Diagnosis Using a Lightweight Deep Learning System.	The coronavirus is highly contagious, making rapid early diagnosis essential. Although deep learning-based diagnostic methods using CT or X-ray images have advanced significantly, they still face limitations in cost, processing time, and radiation exposure. In addition, for the possibility of real-time COVID-19 diagnosis, model lightweighting is required. This study proposes a lightweight deep learning model for COVID-19 diagnosis based on fluorescence images and demonstrates its applicability in embedded environments. To prevent data imbalance caused by noise and experimental variations, images were preprocessed using Gray Scale conversion, CLAHE, and Z-Score normalization to equalize brightness values. Among the tested architectures-VGG, ResNet, DenseNet, and EfficientNet-ResNet152 and VGG13 achieved the highest accuracies of 97.25% and 93.58%, respectively, and were selected for lightweighting. Layer-wise importance was calculated using an imprinting-based method, and less important layers were pruned. The pruned VGG13 maintained its accuracy while reducing model size by 18.9 MB and parameters by 4.2 M. ResNet152 (Prune 39) improved accuracy by 1% while reducing size by 161.5 MB and parameters by 40.22 M. The optimized model achieved 129.97 ms, corresponding to 7.69 frames per second (FPS) on an NPU(Furiosa AI Warboy), proving real-time COVID-19 diagnosis is feasible even on low-power edge devices.	Sensors (Basel, Switzerland)	2026 Jan 5	['Bae HJ', 'Kim J', 'Jeong D']	41516773
Highly Sensitive Detection of Anti-SARS-CoV-2 Antibodies in Human Serum Using Bloch Surface Wave Biosensor.	Accurate and sensitive antibody detection remains critical for advanced COVID-19 diagnostics and monitoring SARS-CoV-2 immunity. This study presents a highly sensitive technique for detecting anti-SARS-CoV-2 antibodies in human serum using an integrated photonic sensing platform. The platform utilizes disposable one-dimensional photonic crystal biochips engineered to sustain Bloch Surface Waves. The biochips are integrated into a custom-made optical set-up, which is capable of dual-mode detection: label-free refractometry and label-based fluorescence. Tests on human serum, including negative controls and positive samples from a recovered COVID-19 patient, confirmed the platform's effective performance. In fluorescence mode, clear discrimination between positive and negative samples was achieved down to a 1:10(4) serum dilution, with an optimal operating range centered around 1:10(3) dilution. These results demonstrate the potential of the technique as a highly sensitive and versatile platform for antibody detection, with significant relevance for advanced COVID-19 diagnostics.	Sensors (Basel, Switzerland)	2025 Dec 20	['Gaganina A', 'Occhicone A', 'Chiappetta D', 'Di Matteo P', 'Danz N', 'Allegretti M', 'Munzert P', 'Mandoj C', 'Michelotti F', 'Sinibaldi A']	41516481
Cognition, Cytokines, Blood-Brain Barrier, and Beyond in COVID-19: A Narrative Review.	Numerous studies report cognitive impairment in COVID-19 patients from the acute to post-acute phases, linked to blood inflammation affecting blood-brain barrier (BBB) permeability and causing leakage of glial and neuronal proteins. However, a clear classification of these cognitive deficits and molecular blood events over time is still lacking. This narrative review summarizes the neuropsychological consequences of COVID-19 and evidence of altered cytokines and BBB disruption as potential mediators of cognitive impairment across post-infection phases. Post-COVID-19 cognitive dysfunction appears to follow a temporal course, evolving from acute focal deficits in attention, working memory, and executive function to more persistent multidomain impairments. We reviewed key cytokines released into the blood during COVID-19 infection, including antiviral (IFNgamma, CXCL1, CXCL10), inflammatory (IL-1beta, IL-2, IL-4, IL-6, IL-7, IL-8, IL-10, GM-CSF, TNFalpha), and monocyte chemoattractants (MCP1/CCL2, MCP3/CCL7, MIP-1alpha/CCL3, GM-CSF, G-CSF). This analysis shows that several inflammatory and viral cytokines remain elevated beyond the acute phase and are associated with cognitive deficits, including IL-6, IL-13, IL-8, IL-1beta, TNFalpha, and MCP1 in long-term post-COVID-19 patients. In addition, we examined studies analyzing changes over time in neurovascular unit proteins as biomarkers of BBB disruption, including extracellular matrix proteins (PPIA, MMP-9), astrocytes (S100beta, GFAP), and neurons (NFL). These proteins are elevated in acute COVID-19 but generally return to control levels within six months, suggesting BBB restoration. However, in patients followed for over a year, BBB disruption persists only in those with cognitive impairment and is associated with systemic inflammation, with TGFbeta as a related biomarker. Although cognitive sequelae can persist for over 12 months after SARS-CoV-2 infection, further studies are needed to investigate long-term neurocognitive outcomes and their link to sustained proinflammatory cytokine elevation and brain impact.	International journal of molecular sciences	2026 Jan 5	['Barajas A', 'Riquelme-Alacid G', 'Vera-Montecinos A', 'Ramos B']	41516418
Vascular Complications of Long COVID-From Endothelial Dysfunction to Systemic Thrombosis: A Systematic Review.	Coronavirus disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is associated not only with respiratory illness but also with profound vascular and coagulation disturbances. Long COVID (LC) is characterized by persistent symptoms such as fatigue, dyspnea, cognitive impairment, and palpitations. Mechanistically, SARS-CoV-2 induces direct endothelial injury, promotes a pro-inflammatory cytokine milieu, and activates platelets, leading to immunothrombosis and impaired fibrinolysis. Consequently, patients exhibit microthrombosis, elevated plasma D-dimer, fibrinogen dysregulation, and persistent hypercoagulability. Clinically, this translates into an increased risk of venous thromboembolism, including deep vein thrombosis and pulmonary embolism, as well as arterial thrombotic events such as myocardial infarction and stroke, which may persist months after acute infection. Understanding the interplay between endothelial injury, inflammation, and coagulation is crucial for risk stratification and the development of preventive and therapeutic strategies. We conducted a systematic narrative review of the literature, including human clinical and mechanistic studies identified through PubMed, Scopus and Web of Science up to 30 September 2025. This review synthesizes current evidence on vascular complications in LC, highlighting endothelial dysfunction as a central pathophysiological nexus linking the acute phase of SARS-CoV-2 infection with chronic LC manifestations.	International journal of molecular sciences	2025 Dec 31	['Stojanovic M', 'Djuric M', 'Nenadic I', 'Bojic S', 'Andrijevic A', 'Popovic A', 'Pesic S']	41516301
Natural Fatty Acids as Dual ACE2-Inflammatory Modulators: Integrated Computational Framework for Pandemic Preparedness.	The COVID-19 pandemic exposed critical vulnerabilities in single-target antiviral strategies, highlighting the urgent need for multi-mechanism therapeutic approaches against emerging viral threats. Here, we present an integrated computational framework systematically evaluating natural fatty acids as potential dual ACE2 (Angiotension Converting Enzyme 2)-inflammatory modulators; compounds simultaneously disrupting SARS-CoV-2 viral entry through allosteric ACE2 binding while suppressing host inflammatory cascades; through allosteric binding mechanisms rather than conventional competitive inhibition. Using molecular docking across eight ACE2 regions, 100 ns molecular dynamics simulations, MM/PBSA free energy calculations, and multivariate statistical analysis (PCA/LDA), we computationally assessed nine naturally occurring fatty acids representing saturated, monounsaturated, and polyunsaturated classes. Hierarchical dynamics analysis identified three distinct binding regimes spanning fast (tau < 50 ns) to slow (tau > 150 ns) timescales, with unsaturated fatty acids demonstrating superior binding affinities (DeltaG = -6.85 +/- 0.27 kcal/mol vs. -6.65 +/- 0.25 kcal/mol for saturated analogs, p = 0.002). Arachidonic acid achieved optimal SwissDock affinity (-7.28 kcal/mol), while oleic acid exhibited top-ranked predicted binding affinity within the computational hierarchy (DeltaG(bind) = -24.12 +/- 7.42 kcal/mol), establishing relative prioritization for experimental validation rather than absolute affinity quantification. Energetic decomposition identified van der Waals interactions as primary binding drivers (65-80% contribution), complemented by hydrogen bonds as transient directional anchors. Comprehensive ADMET profiling predicted favorable safety profiles compared to synthetic antivirals, with omega-3 fatty acids showing minimal nephrotoxicity risks while maintaining excellent intestinal absorption (>91%). Multi-platform bioactivity analysis identified convergent anti-inflammatory mechanisms through eicosanoid pathway modulation and kinase inhibition. This computational investigation positions natural fatty acids as promising candidates for experimental validation in next-generation pandemic preparedness strategies, integrating potential therapeutic efficacy with sustainable sourcing. The framework is generalizable to fatty acids from diverse biological origins.	International journal of molecular sciences	2025 Dec 30	['Lituma-Gonzalez WD', 'Ballaz S', 'Verma T', 'Sasikumar JM', 'Lakshmanan S']	41516274
Immune-Based Biomarkers as Predictors of Mortality in ECMO Therapy for Severe COVID-19 ARDS: Insights from a Retrospective Study.	Extracorporeal membrane oxygenation (ECMO) is a vital intervention for patients with severe respiratory failure, particularly in unresponsive acute respiratory distress syndrome (ARDS) cases. However, patient selection for ECMO remains a significant challenge. This study aims to identify novel immune-based biomarkers to improve eligibility assessment and predict outcomes in critically ill COVID-19 patients undergoing ECMO. This monocentric observational retrospective cohort study included 80 patients with severe COVID-19-related pneumonia who required ECMO support due to unresponsive ARDS. The patients were admitted to the intensive care unit (ICU) of IRCCS-ISMETT Hospital between September 2020 and April 2021, before the availability of COVID-19 vaccines. All patients were infected with the original SARS-CoV-2 Wuhan strain. Using machine learning approaches, the study analyzed clinical and laboratory data, cytokine levels, RNA sequencing (RNA-seq), and immune cell profiles collected within two days of hospitalization. The analysis identified a 5.56-fold increased mortality risk in patients presenting with a combination of immune factors: a T cell exhaustion profile, low interferon-alpha (IFNalpha) levels, and high calprotectin levels. These immune markers were strongly associated with poorer outcomes in patients undergoing ECMO. Our findings highlight the critical role of immune profiling in ECMO patient selection and outcome prediction. Incorporating immune-based biomarkers into clinical assessments may enhance the evaluation of ECMO eligibility and guide treatment decisions, ultimately improving patient outcomes.	International journal of molecular sciences	2025 Dec 30	['Busa R', 'Panarello G', 'Gallo A', 'Miceli V', 'Castelbuono S', 'Sorrentino MC', 'Amico G', 'Carcione C', 'Russelli G', 'Cuscino N', 'Miele M', 'Timoneri F', 'Di Bella M', 'Zito G', 'Barbera F', 'Badami E', 'Corsale AM', 'Shekarkar Azgomi M', 'Conaldi PG', 'Botta C', 'Bulati M']	41516267
Assessment of Nociception and Inflammatory/Tissue Damage Biomarkers in a Post-COVID-19 Animal Model.	Five years after the onset of the SARS-CoV-2 pandemic, post-COVID-19 condition continues to affect millions of subjects with persistent symptoms that significantly impair quality of life. Post-COVID-19 pain, particularly in women, has emerged as a frequent yet underestimated symptom. The validation and identification of animal models that reproduce persistent symptoms after an acute SARS-CoV-2 infection is crucial for a better understanding of the underlying mechanisms. The aim of the current study was to evaluate thermal nociception, biomarkers of inflammation, and nerve tissue damage in a female animal model of post-COVID-19 condition. A SARS-CoV-2 infection model was established by intranasal administration of the Omicron variant (BA.1.17 lineage) in transgenic female C57BL/6 mice expressing the human ACE2 receptor (hACE2). Nociception was assessed using the hot-plate test for 28 days post-infection. Afterwards, animals were sacrificed to analyze plasma inflammatory biomarkers by multiplex analysis. In addition, IL-6, IL-18, and IL-1beta expression were evaluated by immunohistochemistry to analyze neural inflammation in the saphenous nerve. The results revealed that heat nociceptive thresholds in infected mice did not significantly differ from those of non-infected, but a trend toward lower thresholds was observed in the infected group (days 14 and 28 post-infection). In addition, a slight modification in pro- and anti-inflammatory cytokines/chemokines in plasma was detected, but no changes in the expression of IL-6, IL-1beta, or IL-18 were observed in the saphenous nerve. Based on all the analyses conducted, infection with the Omicron variant of SARS-CoV-2 did not induce thermal sensitization in animals nor alterations in the expression of inflammatory biomarkers in the saphenous nerve. Finally, a slight state of systemic inflammation was present in the infected animals. The absence of detectable changes in this animal model underscores the need for further research to clarify the discrepancies observed in human patients and to explore alternative pathways potentially involved in post-COVID-19 pain syndromes.	International journal of molecular sciences	2025 Dec 29	['Sanchez-Robles EM', 'Rodriguez-Rivera C', 'Paniagua Lora N', 'Herradon Pliego E', 'Goicoechea Garcia C', 'Arendt-Nielsen L', 'Fernandez-de-Las-Penas C', 'Lopez-Miranda V']	41516235
The Central Role of Macrophages in Long COVID Pathophysiology.	"This review article attempts to provide a unifying hypothesis to explain the myriad of symptoms and predispositions underlying the development of PASC (Postacute Sequelae of COVID), often referred to as Long COVID. The hypothesis described here proposes that Long COVID is best understood as a disorder of persistent immune dysregulation, with chronic macrophage activation representing the fundamental underlying pathophysiology. Unlike transient post-viral syndromes, Long COVID involves a sustained innate immune response, particularly within monocyte-derived macrophages, driven by persistent spike protein (peripherally in MAIT cells and centrally in Microglial cells), epigenetic imprinting, and gut-related viral reservoirs. These macrophages are not merely activated temporarily but also become epigenetically ""trained"" into a prolonged inflammatory state, as demonstrated by enduring histone acetylation markers such as H3K27acDNA Reprogramming. It is proposed that recognizing macrophage activation as the central axis of Long COVID pathology offers a framework for personalized risk assessment, targeted intervention, and therapeutic recalibration."	International journal of molecular sciences	2025 Dec 27	['Mcmillan P', 'Turner AJ', 'Uhal BD']	41516190
A Pilot Study of COVID-19 Outcomes in People Living with HIV in Tatarstan.	The coronavirus disease 2019 (COVID-19) pandemic remains a significant public health threat globally with significant socio-economic impacts. People living with human immunodeficiency virus (HIV) (PLWH) have a high risk of severe outcomes of COVID-19 due to immunosuppression. Clinical manifestation of COVID-19 in HIV patients largely remains unclear. We carried out a pilot study to investigate the clinical laboratory data and circulating cytokines in PLWH infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), in Tatarstan, Russia. Serum samples were collected from three groups: PLWH with COVID-19 (PLWH/COVID-19), COVID-19-only, and uninfected controls. We found an increased risk of severe COVID-19 in PLWH/COVID-19 patients compared to COVID-19-only. Four fatal cases were in PLWH/COVID-19, while there was no fatality in COVID-19-only. Pro-inflammatory cytokines, such as IL-5, IL-6, IL-9, and IL-15, were elevated in PLWH/COVID-19 compered to COVID-19-only. These preliminary findings highlight the potential for more severe COVID-19 in PLWH/COVID-19 where pro-inflammatory cytokines could play pathogenic role.	International journal of molecular sciences	2025 Dec 27	['Andreeva N', 'Moiseeva S', 'Garipova A', 'Shakirova V', 'Martynova E', 'Salafutdinov I', 'Khaiboullina S', 'Davidyuk Y', 'Khuzwayo S', 'Gama N', 'Turdikulova S', 'Dalimova D', 'Yakubov M', 'Morzunov S', 'Rizvanov A', 'Khaertynova I', 'Kabwe E']	41516165
Targeting Host Dependency Factors: A Paradigm Shift in Antiviral Strategy Against RNA Viruses.	RNA viruses, such as SARS-CoV-2 and influenza, pose a persistent threat to global public health. Their high mutation rates undermine the effectiveness of conventional direct-acting antivirals (DAAs) and facilitate drug resistance. As obligate intracellular parasites, RNA viruses rely extensively on host cellular machinery and metabolic pathways throughout their life cycle. This dependency has prompted a strategic shift in antiviral research-from targeting the mutable virus to targeting relatively conserved host dependency factors (HDFs). In this review, we systematically analyze how RNA viruses exploit HDFs at each stage of infection: utilizing host receptors for entry; remodeling endomembrane systems to establish replication organelles; hijacking transcriptional, translational, and metabolic systems for genome replication and protein synthesis; and co-opting trafficking and budding machinery for assembly and egress. By comparing strategies across diverse RNA viruses, we highlight the broad-spectrum potential of HDF-targeting approaches, which offer a higher genetic barrier to resistance, providing a rational framework for developing host-targeting antiviral therapies.	International journal of molecular sciences	2025 Dec 23	['Yang J', 'Qu Y', 'Yuan Z', 'Lun Y', 'Kuang J', 'Shao T', 'Qi Y', 'Li Y', 'Zhu L']	41516027
Effect of Underwear Materials on the Thermal Insulation of Barrier Protective Clothing.	Medical personnel wearing barrier clothing protecting against infectious agents are at risk of heat stress resulting from limited heat exchange with the environment. The aim of the study was to assess the impact of changing underwear on the thermal parameters of protective clothing sets and on the expected safe working time. The study used a Newton thermal manikin to determine the thermal insulation and water vapor resistance of clothing sets consisting of three types of underwear (standard medical underwear and short and long thermal underwear) worn under two types of barrier suits. The obtained data were used to conduct physiological simulations in the Predicted Heat Strain (PHS) program, estimating the time it takes for core body temperature to rise to 38  degrees C in conditions of 22  degrees C and 35  degrees C. The results showed that replacing medical underwear with thermal underwear at 22  degrees C extended safe working time by 24%. In hot conditions (35  degrees C), the positive impact was smaller, extending working time by a maximum of 4%. Changing the inner layer is an effective method of improving comfort and safety in barrier clothing, especially in thermoneutral conditions.	Materials (Basel, Switzerland)	2025 Dec 30	['Mlynarczyk M', 'Orysiak J', 'Kopyt A', 'Ordysinski S']	41515790
Single-Use Flexible Bronchoscopy: Advances in Technology and Applications.	With advances in scope and imaging technology, the use of single-use flexible bronchoscopy (SUFB) has broadened beyond intensive care units and operating rooms to bronchoscopy units, with an expanding body of literature suggesting adequate and comparable procedure outcomes, including airway inspection, bronchoalveolar lavage, endobronchial brushing and endobronchial biopsy, in comparison to standard reusable flexible bronchoscopy (RFB). Advantages such as mobility, ease of use and lack of requirement for cleaning staff during the COVID-19 pandemic led to a global increase in usage, with many companies developing SUFB as part of their bronchoscopy portfolio. In parallel, there has been more attention and initiatives to minimise the risk of infection transmission related to bronchoscopy. RFB requires maximum adherence to manufacturer-recommended cleaning protocols. However, evidence of transmissible organisms after cleaning is reported in healthcare settings of all types. After initial benchtop, retrospective and single-arm studies, comparative bronchoscopy studies are identifying that SUFB are as versatile and non-inferior to RFB. However, cost-effectiveness and sustainability factors have to be included in deciding the use of SUFB in routine practice.	Diagnostics (Basel, Switzerland)	2026 Jan 2	['Azman SA', 'Kennedy MP']	41515644
Cellular Immunological Memory T Cells and IL15RA Gene Polymorphism in COVID-19 Vaccinated Individuals from Southern Brazil.	Background: The development of safe and effective vaccines against SARS-CoV-2 was crucial for controlling COVID-19 and establishing long-lasting immune memory in the population. Methods: This study evaluated cellular immune memory in individuals vaccinated with different regimens in Rio Grande do Sul using flow cytometry. Additionally, the rs2228059 polymorphism in the IL15RA gene was genotyped. A total of 62 participants were randomly recruited. Results: A decrease in memory T cell subsets in response to SARS-CoV-2 stimuli was observed in total CD3(+), CD4(+), and CD8(+) T cells. Regarding the timing of the last vaccine dose, 94.4% of participants had received their final COVID-19 vaccination at least two years prior to recruitment. The rs2228059 polymorphism was genotyped in 443 individuals from the Rio Grande do Sul population. Among participants who received the ChAdOx1/ChAdOx1/BNT162b2 vaccination regimen and carried the TT genotype, an increase in CD8(+) naive, CD8(+) effector and CD4(+) naive subsets was observed in stimulated cells. Although preliminary, the results suggest no major differences between vaccination regimens. Conclusions: The progressive reduction in memory T cell counts supports the need for booster doses, which is essential not only in the context of new emerging variants but also especially to maintain adequate cellular immune protection.	Diagnostics (Basel, Switzerland)	2025 Dec 26	['Rodrigues GM', 'da Silva PP', 'Pinho MCF', 'Fischer TDS', 'de Paris F', 'Campos FS', 'Garcia ABM', 'Jatai LF', 'Ashton-Prolla P', 'Vianna FSL', 'Rosset C']	41515583
Long-Term Cardiovascular and Mortality Risk in Patients with Pre-Existing Arrhythmia Post-SARS-CoV-2 Infection.	Background/Objectives: Individuals with arrhythmia who survived COVID-19 could be susceptible to long-term cardiovascular complications and clinical outcomes. Methods: We performed a retrospective cohort study of adults with a history of arrhythmia in the Montefiore Health System (1 January 2016-17 August 2024). COVID-19 status was determined by a positive or negative polymerase-chain-reaction test. Outcomes included all-cause mortality, first-time myocardial infarction (MI), heart failure (HF), ischemic or hemorrhagic stroke, and major adverse cardiovascular events (MACE: defined as MI, HF, stroke, or death) > 30 days post-index date. Cox proportional hazards and Fine-Gray competing risk models, adjusted for demographic, clinical, socioeconomic, and COVID-19 vaccination variables, were employed. The association of outcomes with blood biomarkers taken at time of infection were also assessed in hospitalized COVID-19 patients. Results: Among the 6830 arrhythmia patients, 985 were hospitalized for COVID-19, 1591 were not hospitalized for COVID-19, and 4254 did not have COVID-19. Patients hospitalized for COVID-19 had a higher risk of all-cause mortality (adjusted hazard ratio = 2.90, 95% confidence-interval [2.08, 4.04]), first-time MI, HF, and MACE compared to controls without COVID-19. No increased risk was observed among non-hospitalized COVID-19-positive patients compared to controls, except for all-cause mortality. Older age, male sex, Medicaid, and significant comorbidities were associated with the risk of MACE. Elevated levels of creatinine, lactate dehydrogenase, D-dimer, neutrophil-to-lymphocyte ratio, low hemoglobin, and low left ventricular ejection fraction during infection were associated with higher future MACE risk. Conclusions. In individuals with arrhythmia, severe COVID-19 is associated with increased long-term risks of mortality and new-onset cardiovascular complications, while mild infection with mortality risk. These findings highlight the need for long-term cardiovascular monitoring in this population.	Diagnostics (Basel, Switzerland)	2025 Dec 22	['Pahuja S', 'Hadidchi R', 'Tonge J', 'Henry S', 'Duong TQ']	41515532
Evaluation of the Performance of New Fluorescence Immunoassay POCTs for Determining the Value of Vitamin D in Whole Blood.	VD (VD), a hormone-like, fat-soluble molecule, is essential for several biological processes, such as gene regulation, calcium balance, bone health, immune function, antiviral defense, and neuromuscular activity. Its deficiency is associated with various disorders, including chronic hypocalcemia and increased risk of severe diseases, such as COVID-19. Monitoring 25-hydroxyVD (25-OH-D) levels is vital, with serum 25-OH-VD being the standard marker. While chromatography and immunometric assays are well-established, innovative point-of-care (POC) platforms like AFIAS-1((R)) (Boditech & Menarini, Gangwon, Republic of Korea) are emerging as rapid and automated alternatives, particularly advantageous for decentralized settings such as pharmacies, general practitioners' offices, and specialized hospital centers like intensive care units. This study compared AFIAS-1((R)) using whole blood with the gold standard UHPLC-MS/MS using plasma in 50 samples, showing a strong correlation and confirming AFIAS-1((R)) as a reliable method for measuring 25-OH-D levels.	Molecules (Basel, Switzerland)	2025 Dec 30	"['Palermiti A', 'Manca A', 'Mastrantonio F', 'Maiese D', 'Cat Genova E', 'Menegatti G', 'Simiele M', 'Martino C', 'De Nicolo A', ""D'Avolio A""]"	41515426
Cyclic Amide-Linked Oxazolidinone Triazoles as Inhibitors of the T-Box Riboswitch.	Antimicrobial resistance remains a critical global health challenge, and was intensified by the COVID-19 pandemic. To address this growing threat, novel antibacterial agents targeting unconventional mechanisms are urgently needed. One promising strategy involves inhibiting bacterial riboswitches-RNA elements that regulate gene expression. Unlike most riboswitches that respond to small-molecule metabolites, the T-box riboswitch uniquely binds non-aminoacylated tRNA and is predominantly found in Gram-positive bacteria, making it an attractive target due to its conserved sequences and regulatory role over essential genes. This study explored oxazolidinone- and triazole-based compounds as potential inhibitors of the T-box riboswitch. Prior investigations into tricyclic oxazolidinones revealed an allosteric modulator that effectively inhibited T-box riboswitch transcriptional readthrough in vitro, though it showed limited disruption of the isolated tRNA-antiterminator complex. To enhance RNA-binding affinity and stereoselectivity, a macrocyclic oxazolidinone scaffold was designed, incorporating a strategic substituent to expand the interaction footprint. A synthetically viable candidate was identified, and computational docking studies suggested that one of the designed compounds may interfere with tRNA-induced transcription by forming pi-pi stacking interactions with G5 in the antiterminator region. These findings support the potential of targeting the T-box riboswitch with structurally optimized small molecules as a novel antibacterial strategy.	Molecules (Basel, Switzerland)	2025 Dec 22	['Parsons E', 'Aldhumani AH', 'Fairchild EA', 'Adegbite OB', 'Roberts JM', 'Hines JV', 'Bergmeier SC']	41515326
Beyond Biochemical Markers: Characterizing Malnutrition in COVID-19.	Background/Objective: Malnutrition is common in hospitalized patients and worsens clinical outcomes, particularly in coronavirus disease 2019 (COVID-19), in which inflammation and metabolic disruption contribute to nutritional decline. Thus, identifying simple and accessible markers is essential for early detection and intervention to prevent further deterioration. This study aimed to investigate biochemical and body composition changes during COVID-19 hospitalization and identify key features of hospital-acquired nutritional status disorders. Methods: We conducted a prospective, single-center, observational study of 66 patients hospitalized with COVID-19 between December 2020 and June 2021. Biochemical markers and body composition parameters were measured at admission and at discharge. Deterioration of nutritional status was defined as a weight loss of more than 3% during hospitalization. Results: A total of 66 patients (61% male, aged 56.7 +/- 13.4 years; 39% female, aged 58.8 +/- 12.0 years) were included. Deterioration of nutritional status was observed in 20 (30%) individuals, more likely in men (OR 7.94, 95% CI: 1.28-49.08) and patients with longer hospitalization (OR 1.30 per day, 95% CI: 1.08-1.57). Weight loss was primarily characterized by a reduction in adipose tissue mass, whereas lean tissue mass did not change significantly. Traditional biochemical markers of malnutrition, including low albumin, prealbumin, or cholesterol levels, were not present in this cohort. Conclusions: Our study highlights the significant burden of nutritional deterioration in hospitalized patients with COVID-19 and demonstrates its atypical presentation, which may limit the effectiveness of standard malnutrition assessment tools.	Nutrients	2025 Dec 26	['Plewka-Barcik K', 'Rozanska-Trzepla M', 'Klos K', 'Krawczyk M', 'Chcialowski A', 'Niemczyk S', 'Matyjek A']	41515193
Long COVID Patients with Orthostatic Intolerance Have Reduced Heart Rate Variability and Preserved Physiological Response to Active Standing.	The aim of this study was to assess the heart rate variability (HRV) at rest and during active orthostatic challenge in long COVID patients with orthostatic intolerance symptoms (dizziness, pre-syncope, and syncope). We performed a cross-sectional, observational, comparative study of 60 subjects of both sexes, aged 18 to 60 years (31 met the criteria of long COVID, 15 were infected individuals without symptoms, and 14 who had neither infection nor symptoms formed the age-matched control group). HRV was obtained from continuous electrocardiograms in a supine position and active standing with spontaneous breathing. The time from SARS-CoV-2 infection to testing in the COVID-19 group was 573 +/- 289 days. The resting (supine position) values of SDNN, RMSSD, SD1, and SD2 were lower in long COVID patients than in control participants, while all other HRV indexes were similar between groups. In response to active standing, both groups had similar changes in all HRV indices. In conclusion, an active orthostatic test was not able to exhibit an autonomic dysregulation in these patients with long COVID, suggesting that cardiac autonomic modulation may have recovered due to the long time that elapsed after SARS-CoV-2 infection.	Biology	2025 Dec 19	['Gonzalez-Hermosillo Gonzalez JA', 'Lerma C', 'Celestino Montelongo DA', 'Alba Lorenzo MDC', 'Salas Santos E', 'Gun Cuninghame Ballesteros A', 'Jorge-Galarza E', 'Martinez-Alvarado MDR']	41514842
Global Patterns and Temporal Trends in Ovarian and Uterine Cancer Mortality Attributable to High Body-Mass Index, 1990-2023.	Background/Objectives: The risk factors for ovarian and uterine cancer remain insufficiently known. This study aimed to assess global trends in mortality from ovarian and uterine cancer attributable to high body-mass index (BMI) in 1990-2023. Methods: An observational epidemiological study was conducted. The age-standardized rates (ASRs) of mortality were retrieved from the Global Burden of Disease study. Trends were evaluated using joinpoint analysis. The Average Annual Percentage Change (AAPC, %), with a 95% Confidence Interval (CI), was calculated. Results: Globally, the trend in ASRs of ovarian cancer deaths attributable to high BMI increased significantly (AAPC = +0.4%, 95% CI = 0.3 to 0.5). The growth trend in South Asia (AAPC = +8.7%, 95% CI = 8.1 to 9.2) was 30 times greater than in Eastern Europe (AAPC = +0.3%, 95% CI = 0.1 to 0.5). Declining trends in mortality from ovarian cancer were observed only in Australasia (AAPC = -0.2%, 95% CI = -0.4 to -0.1), High-income North America (AAPC = -0.3%, 95% CI = -0.6 to -0.0), and Western Europe (AAPC = -0.7%, 95% CI = -0.8 to -0.6). For uterine cancer, the global trend of mortality also increased (AAPC = +0.1, 95% CI = 0.0 to 0.2), with the trend growing fastest in South Asia (AAPC = +4.2%, 95% CI = 4.0 to 4.4). Decreasing trends in mortality from uterine cancer due to high BMI were observed only in Central Asia (AAPC = -0.6%, 95% CI = -0.9 to -0.4), East Asia (AAPC = -2.2%, 95% CI = -2.6 to -1.8), and Southern Latin America (AAPC = -0.4%, 95% CI = -0.6 to -0.1). Additionally, an accelerated increase in mortality trends for both ovarian and uterine cancer attributable to high BMI was observed in 2020-2023, which corresponds to the period of the COVID-19 pandemic. Conclusions: Further analytical epidemiological studies are required to clarify the relationship between ovarian and uterine cancer and high BMI.	Cancers	2026 Jan 2	['Ilic I', 'Jakovljevic V', 'Lazic S', 'Ilic M']	41514665
The decline of 'Deaths of Despair' in Italy: unveiling this phenomenon in a new context.	"BACKGROUND: The term ""Deaths of Despair"" (DoD) refers to mortality due to alcohol consumption, drug use, and suicides. While extensively studied in the United States, where these deaths have markedly increased, less is known about their patterns in other contexts. This study explores the relevance of this concept to Italy, a country with comparatively lower rates, to determine whether these causes of death exhibit common trends and can be meaningfully grouped under a single category. METHODS: We use cause-specific mortality data from the Italian National Institute of Statistics covering the period 1983 to 2018. Data are aggregated by gender and five-year age groups at the NUTS1 regional level. The Potential Gain in Life Expectancy is used to assess the impact of each cause on overall mortality. To explore potential long-term relationships between the causes and across regions, we apply Cointegration Analysis to the time series. RESULTS: The analysis shows a general decline in mortality from causes typically associated with despair in Italy, mainly driven by a reduction in alcohol-related deaths. Drug-related mortality and suicide show more heterogeneous trends across regions and over time. Cointegration Analysis reveals no evidence of long-term dependency among these causes or across regions, with only a few exceptions. This indicates that the observed causes do not share a common underlying temporal structure. CONCLUSIONS: Findings suggest that in the Italian context, deaths from alcohol, drugs, and suicide do not follow a unified pattern and should not be treated as a single category. Rather, they represent distinct public health issues with different regional trajectories and determinants. As such, they require targeted and differentiated policy responses rather than a unified approach."	Population health metrics	2026 Jan 9	['Lanfiuti Baldi G', 'Nigri A', 'Trias-Llimos S', 'Barbi E']	41514439
