Title	Abstract	Journal	Date of Publication	Authors	PMID
Unmasking Hidden Clues in Cutaneous Viral Infections: Histopathological Insights Into Keratinocytic Features of Herpes Simplex Virus, Varicella Zoster Virus, and Molluscum Contagiosum.	"OBJECTIVE:  This case study aimed to explore primarily the keratinocytic changes of cutaneous viral infections caused by herpes simplex virus (HSV), varicella-zoster virus (VZV), and molluscum contagiosum (MC). The focus was on identifying features and diagnostic clues in cases without typical findings. METHODS:  A retrospective analysis encompassing 14 HSV/VZV cases (January 2000 to October 2023) and 22 MC cases (January 2013 to December 2015) was conducted. RESULTS:  In HSV/VZV cases, 71% (10 of 14) exhibited distinctive histopathological features in the adjacent keratinocytes, including nucleolar enlargement and atypical features. Immunohistochemical studies in 40% of the cases (4 of 10) revealed positive staining in cells with cytopathic changes and negative staining in adjacent atypical keratinocytes. Conversely, MC cases consistently demonstrate an enlarged, stuffed ""pregnant seahorse appearance"" of keratinocytes around molluscum bodies. CONCLUSION:  This study highlights the diagnostic significance of keratinocytic changes in these viral infections, allowing pathologists to perform additional studies to make the correct diagnosis in cases where typical viral changes are not readily apparent."	Cureus	2025 Dec	['Platero Portillo T', 'Dhaliwal D', 'Mehravaran S', 'Ketcham M', 'Wu J', 'Ramani N', 'Diwan AH']	41523458
Acral Speckled Lentiginous Nevus.	"Speckled lentiginous nevus (SLN), also referred to as nevus spilus, is a common benign melanocytic neoplasm typically occurring as a small, cafe-au-lait-colored ""speckled"" patch studded with numerous darkly pigmented macules or papules. Herein, we present a unique case of SLN arising on the sole of the right foot in a young woman, which was reported to be gradually enlarging since a pregnancy two years prior. The lesion was removed by shave biopsy, and histopathology confirmed the diagnosis and ruled out atypical features. While SLN is quite common, the occurrence on acral skin is extremely rare. SLN is considered a mosaic RASopathy due to its embryological development through a postzygotic activating HRAS genetic variant. Although small lesions usually remain isolated, underlying SLN syndrome should be considered in extensive cases with associated neurologic or musculoskeletal abnormalities. Secondary melanocytic neoplasms commonly arise within SLN, but overall, small lesions carry a low risk of malignant transformation, and prophylactic surgical treatment is not necessary. We briefly discuss SLN occurring in special sites and report this novel case with a review of the literature on SLN."	Cureus	2025 Dec	['Maverakis Ramirez N', 'Jaeger ZJ', 'Skupsky H', 'McNeill AM', 'Calame A']	41523454
A Rare Case of Severe Disseminated Pyoderma Gangrenosum of the Upper Body With Concurrent Nasopharyngeal and Inferior Orbital Wall Necrosis.	Pyoderma gangrenosum (PG) is a rare neutrophilic dermatosis usually linked to autoimmune or inflammatory bowel disease and typically affects the lower extremities. This case is notable for extensive upper-body, oropharyngeal, and nasal involvement in a patient without an underlying autoimmune disorder. A 56-year-old man with chronic cocaine use and stage IV renal cell carcinoma presented with rapidly progressive ulcerations of the face, neck, shoulders, and back, along with nasal septal collapse and oropharyngeal destruction. Prior biopsy demonstrated sterile neutrophilic inflammation without vasculitis, infection, or malignant infiltration, supporting PG as a diagnosis of exclusion. Imaging showed erosive sinonasal disease. He was treated with systemic and topical corticosteroids and antibiotics for concurrent methicillin-resistant Staphylococcus aureus (MRSA) bacteremia, as well as MRSA and Pseudomonas aeruginosa wound colonization. Cyclosporine was avoided because of his metastatic cancer, and both percutaneous endoscopic gastrostomy (PEG) placement and parenteral nutrition were deferred due to infection risk and concern for pathergy. With limited therapeutic options and an advanced malignancy, care transitioned to comfort measures. This case illustrates the diagnostic difficulty of PG when cocaine exposure, malignancy, and mucosal destruction coexist. The absence of vasculitides or cytopenias, combined with biopsy findings, supported PG as the unifying diagnosis. Clinicians should consider PG in atypical facial or upper-body ulcerations and recognize how comorbid conditions may restrict standard treatment.	Cureus	2025 Dec	['Branstetter RM 4th', 'Baird IE', 'Rais MS', 'Ledet DN', 'Terrebonne MN']	41523437
A Phase I Study of Nimotuzumab With Nivolumab in Advanced Non-small Cell Lung Cancer and Head and Neck Squamous Cell Cancer.	INTRODUCTION: Nimotuzumab is a monoclonal antibody (mAb) that targets the epidermal growth factor receptor. Nivolumab is an anti-programmed death 1 (anti-PD1) mAb that overcomes immune checkpoint inhibition. This trial aimed to evaluate the safety, tolerability, and efficacy of combination treatment as second-line therapy in non-small cell lung cancer (NSCLC) and head and neck squamous cell cancer (HNSCC). METHODS: This was a single-center, single-arm, non-randomized study utilizing a three plus three dose escalation design. Nimotuzumab was given intravenously (IV) at escalating doses of 200 mg, 300 mg, and 400 mg after nivolumab infusion at 240 mg IV every two weeks in a 28-day cycle. Recommended phase 2 dose (RP2D) and dose-limiting toxicities (DLT) were determined. Treatment was continued until disease progression, unacceptable toxicity, or withdrawal from the trial. Serial EKG and troponin checks were performed. RESULTS: Seven patients were enrolled across the 200 mg and 300 mg nimotuzumab dose levels. The median age was 64.1 years. Four patients (57.1%) were males. Five (71.4%) had NSCLC, and the predominant histology was pure adenocarcinoma (n = 4, 57.1%). Four patients (57.1%) had Kirsten rat sarcoma (KRAS) mutation. All patients had disease progression after platinum-based and anti-PD1 therapy prior to enrollment, except for two NSCLC patients who were enrolled to receive this treatment after initial platinum-based chemotherapy only. Four patients (two from each dose level) had troponin elevation (median = 0.1 ng/ml, range = 0.07 to 0.3 ng/ml) lasting at least 24 hours, which normalized next week without any associated chest pain, except for one patient (HNSCC) with potential treatment-related DLT. Disease control rate was 42.9% (stable disease as best response, n = 3). CONCLUSIONS: Asymptomatic troponin elevation was seen with this combination treatment. While there were no clinically significant adverse cardiac outcomes, further development was terminated due to the competitive landscape.	Cureus	2025 Dec	['Hussain SA', 'Reid ME', 'Frascati R', 'Groman A', 'Macias A', 'Luaces PL', 'Santos-Morales O', 'Leon K', 'Crombet T', 'Dy GK']	41523436
Atypical Chest Wall Cystic Hygroma in a Toddler: A Case Report and Comprehensive Review.	Lymphangiomas, also known as cystic hygromas, are rare benign lymphatic malformations that typically occur in the head and neck region. Breast or chest wall involvement in pediatric patients is exceptionally rare, with only a few cases reported in the literature. We report a case of a three-year-old boy who presented with a progressively enlarging right breast mass. Unsupervised topical creams and massage led to further enlargement. Laboratory investigations showed mild elevation in prolactin levels, which normalized after surgery. Ultrasonography demonstrated multiple cystic lesions, the largest of which was oval and measured 26 mm in diameter, along with an enlarged right axillary lymph node. Computed tomography (CT) scan showed a well-defined oval mass (51 x 26 mm) in the right chest wall. The patient underwent surgical excision, and a complete histopathological examination was performed. Histopathological examination revealed multiple lymphatic spaces lined by flattened endothelial cells forming a tumorous mass, with both cavernous and capillary-type lumens. The diagnosis of lymphangioma was confirmed. No mammary tissue was detected, and cancer was excluded. Subsequent evaluations over one week indicated full recovery with normalized prolactin levels. This case underscores the necessity of including lymphangioma in the differential diagnosis of young chest wall tumors. Although this condition is uncommon, early detection and appropriate surgical intervention result in favorable outcomes with a low chance of recurrence.	Cureus	2025 Dec	['Askar AS', 'Mohamed SF', 'Taha A', 'Obeydan M', 'Nassan S']	41523426
Postherpetic Neuralgia With Sciatic Nerve Paresis Treated With Peripheral Nerve Stimulator Implantation Device.	Herpes zoster, commonly known as shingles, is caused by reactivation of the latent varicella zoster virus in the sensory ganglia. It typically presents as painful grouped vesicles confined to one or two dermatomes. Most lesions resolve within two to four weeks; however, a subset of patients go on to develop postherpetic neuralgia in the area of the original zoster rash, characterized by allodynia and hyperalgesia lasting months or even years. The risk increases with age, immunosuppression, and underlying conditions such as cancer, kidney or liver disease, chronic lung disorders, etc. Although the use of oral antiviral medications during the early stages may reduce the severity and duration of acute herpes zoster, their effect on preventing postherpetic neuralgia remains limited. In this article, we report the case of a 75-year-old female with severe postherpetic neuralgia involving the left sciatic nerve distribution, with resulting motor paresis. After an extensive trial of various oral medication regimens and a lumbar epidural injection, which provided short-term relief, the patient underwent peripheral nerve stimulator (PNS) implantation, with eventual favorable response. Our case report highlights the potential role of using PNS to treat severe postherpetic neuralgia refractory to mainstay conservative treatment modalities.	Cureus	2025 Dec	['Frunza DN', 'LeRoy C', 'Sheth B', 'Grosu N']	41523420
CT-Guided Percutaneous Cryoablation of a Renal Metastasis From Esophageal Adenocarcinoma.	Renal involvement in esophageal adenocarcinoma is an uncommon clinical finding. We describe the case of a 74-year-old man with stage IV esophageal adenocarcinoma and prior hepatic, retroperitoneal nodal, and cerebral metastases who developed a new hypermetabolic lesion in the left kidney on Positron Emission Tomography/Computed Tomography (PET/CT). MRI identified a 3.4 cm enhancing mass, and biopsy confirmed poorly differentiated metastatic adenocarcinoma. The lesion was treated with CT-guided cryoablation using a dual freeze-thaw protocol. The patient tolerated the procedure well, and a small upper-pole bleed identified immediately post-procedure was successfully managed with selective coil embolization. He resumed systemic therapy and remained asymptomatic at the four-week follow-up, with a complete metabolic response at the ablation site on the follow-up PET/CT. This case illustrates the feasibility of CT-guided percutaneous cryoablation as a minimally invasive option for local control of renal metastases in patients with esophageal cancer.	Cureus	2025 Dec	['Mina D', 'Mooney S', 'Salloum E', 'Kocharyan H', 'Al-Roubaie M']	41523399
Characteristics of Acute Kidney Injury (AKI) in Children With Cancer and in the Bone Marrow Transplant Unit: An Analysis of an AKI Registry From a Tertiary Cancer Center.	Objective Detection and tracing of acute kidney injury (AKI) in children with cancer in Jordan and the developing world are very limited. The objective of this paper is to report the incidence, the outcome, risk factors, as well as some clinical parameters associated with AKI in children with cancer. Methodology This study is based on an analysis of a registry that was established for children with cancer who develop AKI. The aim of the registry was to detect, trace, define risk factors, and maintain follow-up for children who develop AKI at King Hussein Cancer Center (KHCC). A flag system was established for all children who develop AKI. The pediatric department at KHCC is composed of four locations. These include the pediatric ward, bone marrow transplant (BMT) unit, pediatric intensive care unit (PICU), and the emergency room (E/R). Analysis was done in all locations. AKI was defined and staged according to the Kidney Disease: Improving Global Outcomes (KDIGO) criteria. Results During the study period, there were 16,273 total hospital admissions, and the cancer registry included 4,482 unique patients. A total of 473 AKI attacks occurred, representing 2.9% of all admissions. These attacks occurred in 374 patients, indicating that 8.3% of cancer patients experienced at least one AKI episode. The mean follow-up duration was 2.27 +/- 1.28 years. In the pediatric ward, 134 attacks of AKI were recorded (1.1% of admissions; 5.7% of patients). In the BMT unit, 117 attacks of AKI were recorded (4.3% of admissions; 6.9% of patients). In the PICU, 74 attacks of AKI were recorded (4.4% of admissions; 10.8% of patients). The most common place of developing AKI for patients at KHCC was in the home setting (community acquired) as 148 (31.3%) of patients who had AKI presented to the E/R with AKI, 134 (28.3%) had AKI while in the ward, 117 (24.7%) patients while in the BMT unit, and 74 (15.6%) patients while in the ICU. Fifty-four (14.4%) patients had two attacks, 15 (4.0%) had three attacks, and five (1.3%) had more than three attacks of AKI. The maximum stage of AKI reached was stage 1 in 204 (43.1%) patients, stage 2 in 167 (35.3%) patients, and stage 3 in 102 (21.6%) patients. In the PICU stage, three was the most common maximum stage reached. The main cause of AKI at KHCC was nephrotoxic medications in 204 (43.1%) of patients. High-dose methotrexate (MTx) was the most common single drug to cause AKI in 34 (16.7%) patients. The most common cause for home-acquired AKI was pre-renal in 47 (32%) patients. The most common malignancy in children who developed AKI was hematological in 230 (48.6%) patients. Residual renal damage was detected following 66 (14%) patients. Another 38 (8%) patients passed away, suggesting a higher mortality in children who developed AKI than in children without AKI. Renal replacement therapy (RRT) was done for 15 patients (3.2%), whereas 458 patients (96.8%) did not need RRT. Conclusion AKI in children with cancer shares many features with AKI in the general pediatric population, with multiple similar clinical manifestations. However, oncology patients have unique risk factors - most notably nephrotoxic chemotherapy, tumor lysis syndrome, sepsis, and obstructive uropathy - which distinguish their AKI profile. Variations between units within the same center can also influence AKI patterns. An in-center registry is therefore essential for early detection and ongoing monitoring of AKI cases.	Cureus	2025 Dec	['Saca EJ', 'Hashem H', 'Al Zebin Z', 'Mohammad T', 'Banat O', 'Salameh M', 'Azzeh E', 'Saleem M', 'Rihani R']	41523397
Challenging Aspects of Familial Adenomatous Polyposis With Malignant Transformation: A Report of Two Cases.	Familial adenomatous polyposis (FAP) is a genetic disorder characterized by the early onset of hundreds of polyps in the gastrointestinal tract, mainly in the colon and rectum. Despite its rarity, data on FAP in Morocco remain limited due to the absence of a national registry and comparative case series. We present two cases of FAP diagnosed in Morocco. The two patients, one male and one female, had a mean age of 34 years. Initial colonoscopy revealed more than 100 polyps for both patients. The polyps varied in size and morphology, including flat, sessile, and pedunculated forms, and were distributed throughout the colon and rectum, and all showed adenomatous features on virtual chromoendoscopy. Histopathological examination of the polyps revealed a range of findings, from low-grade tubulovillous adenomas to moderately differentiated rectal adenocarcinoma. Esophagogastroduodenoscopy (EGD) revealed duodenal polyps, with histology confirming tubular adenomas exhibiting both low- and high-grade dysplasia. Both patients underwent surgery: one had a subtotal colectomy with ileorectal anastomosis, and the other a total proctocolectomy with ileoanal anastomosis. The clinical evolution was marked by the development of colon adenocarcinoma in one patient and rectal adenocarcinoma in the other. Regular surveillance of the duodenal polyps was recommended every 1-2 years.	Cureus	2025 Dec	['Belabbes FZ', 'Mounsif S', 'Arja R', 'Elkhannoussi B', 'Ben Elbarhdadi I']	41523393
Ultrasound Findings of Breast Cancer in Dialysis Patients Require Careful Evaluation: A Case Report.	Literature on the effects of renal failure on breast imaging in breast cancer patients on dialysis is scarce. A 73-year-old woman on dialysis noticed a mass in her left breast. In the left breast, which consisted entirely of fat tissue, mammography revealed two spiculated masses. Ultrasound also showed two irregular masses with internal low echoes, slightly attenuated posterior echoes, obscured margins, high depth-to-width ratios, no halos, and widespread peritumoral high echoes. In addition to axillary lymphadenopathy, MRI of the masses showed low signals on T1-weighted images and weakly high signals on fat-suppressed T2-weighted images. Core needle biopsy of the mass pathologically revealed atypical cells growing in trabecular and tubular patterns, with interstitial connective tissue proliferation and fat invasion, leading to a diagnosis of invasive ductal carcinoma. Due to impaired renal function, the patient underwent primary surgery, including a partial mastectomy and axillary lymph node dissection. Postoperative pathological examination showed scirrhous-type invasive ductal carcinomas infiltrating the surrounding fat tissue, nine metastatic lymph nodes, and abundant fat tissue with very scant mammary gland around the tumors. The patient had higher-than-usual postoperative drainage volumes, which varied from day to day, presumably due to the effects of dialysis. Despite a large 100 mL drainage volume on the fifth postoperative day, the patient was discharged on day six per her preference. Diagnostic physicians should note that breast cancer patients on dialysis can present with atypical breast imaging compared with patients without renal failure and should be treated with optimal surgical procedures based on thorough image evaluation.	Cureus	2025 Dec	['Yoshida M', 'Oura S']	41523374
Colon Perforation Caused by a Transanal Drainage Tube After Robot-Assisted Low Anterior Resection: A Case Report.	Transanal drainage tubes (TDTs) are commonly used after low anterior resection to reduce intraluminal pressure around the anastomosis. Although associated complications are usually minor, bowel perforation related to TDT placement is exceedingly rare. We report the case of a 71-year-old man who underwent robot-assisted laparoscopic low anterior resection for rectal cancer. A TDT was inserted intraoperatively, and its position was adjusted under laparoscopic guidance. Abdominal radiography performed on postoperative day (POD) 1 showed that the tube tip was located approximately 7 cm proximal to the anastomosis. On POD 4, the patient developed abdominal pain and signs of peritonitis. Computed tomography demonstrated free air and localized fluid collection near the tube tip. Anastomotic leakage or TDT-induced bowel perforation was suspected, and emergency reoperation was undertaken. Laparoscopic exploration confirmed that the TDT had penetrated the colon wall proximal to the anastomosis, resulting in a perforation. Primary suture repair of the perforation and creation of a diverting loop ileostomy were performed. The postoperative course was uneventful, and the patient recovered without further complications. This case highlights an uncommon but serious complication associated with TDT placement and underscores the importance of meticulous intraoperative positioning, close postoperative monitoring, and prompt evaluation when unexpected abdominal symptoms arise.	Cureus	2025 Dec	['Hazama H', 'Koido K', 'Nakamura K', 'Oshima T', 'Ohata K']	41523366
Myristicin inhibits the progression of non-small cell lung cancer by deactivating the Wnt/beta-catenin pathway.	Lung cancer is one of the most frequent cancers in the world and the main cause of cancer related deaths. Among them, non-small cell lung cancer (NSCLC) accounts for about 85% of lung cancer. Myristicin (1-allyl-5-methoxy-3,4-methylenedioxybenzene), an active aromatic compound, has been proved to have anti-cancer effects. However, the effects of myristicin on NSCLC are not fully illustrated. Our research aimed to elucidate the roles and explain the potential mechanism of myristicin in NSCLC. A549 and H1975 cells were exposed to 0.5, 1, 5mM myristicin for 48 h, EdU, flow cytometry, Transwell and wound healing migration assay were applied for analyzing cell proliferation, apoptosis, cycle, migration and invasion, respectively. Caspase 3 activity and cleaved-Caspase3 expression were determined by relevant kits and western blotting, respectively. Besides, the Epithelial-Mesenchymal Transition (EMT) related genes levels and Wnt/beta-catenin pathway related genes expressions, including E-cadherin, N-cadherin, Wnt3a and beta-catenin, were assessed by qRT-PCR, and western blot assays. The nuclear translocation of beta-catenin in NSCLC cells was analyzed by immunofluorescence staining. Our data revealed that myristicin suppressed NSCLC proliferation, migration and invasion in a dose-dependent manner. Besides, myristicin led to cell apoptotic and G0/G1 arrest and enhancing Caspase3 activity in NSCLC. Moreover, myristicin inhibited NSCLC EMT and blocked Wnt/beta-Catenin signaling pathway in a dose-dependent manner, as confirmed by enhanced E-cadherin expression, suppressed N-cadherin level, inhibited Wnt3a and beta-catenin levels, and reduced nuclear translocation of beta-catenin. Myristicin blocked the development of NSCLC via regulating cells proliferation, migration, invasion and EMT through deactivating the Wnt/beta-catenin pathway, which provide a new therapeutic treatment for NSCLC in clinical. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s10616-026-00893-0.	Cytotechnology	2026 Feb	['Jing C', 'Cao H', 'Wang Z', 'Yu Y', 'Li B', 'Ma R']	41523337
Prediction Model for Low Bone Mineral Density in Cancer Survivors and Age-Matched Controls Using a Causal Bayesian Network: A Nationwide Population-Based Study in Korea.	BACKGROUND: With advances in cancer treatment, the number of cancer survivors has increased, bringing attention to long-term complications such as alterations in bone mineral density (BMD). Although survivors are at elevated risk for low BMD, prior studies have focused on specific cancer types and relied on traditional regression models, which are limited in capturing complex inter-variable relationships. This study aimed to examine the causal relationships among factors affecting BMD in cancer survivors and age-matched controls using causal Bayesian network (CBN) modeling. METHODS: Data from the 2010-2011 Korea National Health and Nutrition Examination Survey (KNHANES) V were analyzed. We included 227 cancer survivors and 681 age- and sex-matched controls. Associations between BMD and variables such as age, sex, body composition, smoking, fracture history, and vitamin D were assessed using linear regression. A CBN model was then applied to evaluate probabilistic dependencies and potential causal relationships between variables and femoral neck BMD. RESULTS: Among all participants, age, sex, smoking, fracture history, body fat percentage, muscle mass, and cancer history were significantly associated with femoral neck BMD. In cancer survivors, age (beta = -0.032, P < .001) and sex (beta = -0.680, P < .001) showed negative associations with BMD, whereas higher muscle mass (beta = 0.073, P < .001) was a strong positive predictor. Smoking (beta = -0.779, P = .005) and previous fractures (beta = -0.507, P = .003) were also linked to lower BMD. The CBN model identified direct effects of age and muscle mass on BMD, with indirect effects from sex, smoking, and fracture history. Among women aged >60 years, greater muscle mass appeared particularly protective. CONCLUSION: Causal Bayesian network modeling identified muscle mass as a key modifiable factor influencing BMD among cancer survivors. These findings highlight the importance of muscle-preserving lifestyle interventions, including resistance exercise and adequate protein intake, in survivorship care. The CBN approach provides a framework for identifying individualized risk pathways and can support personalized bone-health management strategies in clinical practice.	Clinical Medicine Insights. Oncology	2026	['Han S', 'Park SB', 'Oh S', 'Oh B']	41523336
Characterization and Evaluation of the Anti-proliferative Activity and Hypersensitivity of L-Asparaginase from Trichosporon asahii Isolate ChL11 and Candida palmioleophila Isolate JK12.	BACKGROUND: L-Asparaginase is a crucial enzyme to treat Acute Lymphoblastic Leukemia (ALL), as it depletes L-asparagine, an essential amino acid for cancer cell survival. However, its clinical use is often restricted due to hypersensitivity reactions. This study examined the anti-proliferative effects and hypersensitivity of fungal L-asparaginases (L-ASNases) from Trichosporon asahii isolate ChL11 (TaIChL11 L-ASNase) and Candida palmioleophila isolate JK12 (CpIJK12 L-ASNase). METHODS: The enzymes were produced and purified through ammonium sulfate precipitation, dialysis, and Sephadex G-100 chromatography, and tested on leukemia cells and BALB/c female mice to assess immune responses. RESULTS: TaIChL11 L-ASNase had a molecular weight of 40 kDa, Michaelis constant (K(M)) of 1.66x10(-2) mM, and V(max) of 37.23 mM/min, while CpIJK12 L-ASNase had a molecular weight of 135 kDa, K(M) of 2.3x10(-2) mM, and V(max) of 14.03 mM/min. Both enzymes exhibited significant anti-proliferative effects against CCRF-CEM cancer cells, with half-maximal inhibitory concentration (IC(50)) values of 2.74 U/ml for TaIChL11 LASNase and 3.30 U/ml for CpIJK12 L-ASNase after 48 hr, improving further after 72 hr. They also showed low cytotoxicity toward normal Vero E6 cells. in vivo studies demonstrated that TaIChL11 ASNase-treated mice had significantly lower Immunoglobulin (Ig) G levels than those treated with commercial L-ASNase from Erwinia chrysanthemi (Owenism) (p<0.005), with no detectable IgE response. CONCLUSION: These findings indicate that fungal L-ASNases, particularly TaIChL11 ASNase, with lower L-glutaminase activity and a favorable safety profile, could be promising alternatives to bacterial L-ASNases, potentially enhancing ALL treatment with fewer side effects.	Avicenna journal of medical biotechnology	2025 Jul-Sep	['Sisay T', 'Maina N', 'Mobegi V', 'Wachira S']	41523310
Inhibition of ITGB6 stimulates potent anti-tumor responses in immunocompetent mouse models of head and neck squamous cell carcinoma and pancreatic adenocarcinoma.	ITGB6, the gene encoding the beta6 subunit of integrin alphavbeta6, is a potent prognostic marker across multiple cancer types. As a major activator of latent TGFbeta and a potent modulator of the tumor immune environment, alphavbeta6, and consequently, ITGB6, has considerable therapeutic implications. ITGB6 is highly upregulated in squamous cell carcinomas and pancreatic adenocarcinomas, where it disrupts tumor-immune cell signaling. We identify ITGB6 as a potent clinical prognostic marker of anti-tumor immune response and were able to recapitulate the immune-mediated anti-tumor effect of ITGB6 in pre-clinical mouse models. Genetic knockout of ITGB6 in heterotopically-injected head and neck squamous cell carcinoma and pancreatic adenocarcinoma cell lines shows markedly reduced tumor progression and immunogenic cytokine profiles in immunocompetent mice. Additionally, co-cultures of human head and neck squamous cell carcinoma and pancreatic adenocarcinoma with human T-cells show increased T-cell killing upon cancer cell ITGB6 inhibition. Colony formation experiments give further evidence that the reduced tumor growth observed upon ITGB6 inhibition in vivo is through immunological clearance of cancer cells and not merely through intrinsic factors. Analysis of The Cancer Genome Atlas (TCGA) reveals the high prognostic value of ITGB6 on overall survival and that high ITGB6 expression in patients is associated with an inferior response to alpha-PD-1 and alpha-PD-L1 immune checkpoint blockade. The potent anti-tumor immune response observed both in vitro and in vivo upon ITGB6 inhibition, combined with analysis of RNA-seq data from immune checkpoint blockade-treated patients, encourages the development of ITGB6 blockade and immunotherapy combination regimens. Further pre-clinical studies should facilitate translation of our findings into therapeutic clinical trials for treating immunotherapy-resistant cancers.	American journal of cancer research	2025	['MacDonald WJ', 'Srinivasan PR', 'Pinho-Schwermann M', 'Zhang S', 'Tajiknia V', 'Purcell C', 'Strandberg J', 'Lannigan AJ', 'El-Deiry WS']	41523261
USP5-mediated stabilization of ILF2 via deubiquitination drives the tumor growth of colorectal cancer.	Interleukin enhancer binding factor 2 (ILF2) has been confirmed to drive the progression and proliferation of multiple malignancies, but the expression and function of ILF2 in colorectal cancer (CRC) remain to be elucidated. In this study, the expression of ILF2 in CRC tissues was evaluated by the public tumor databases, quantitative reverse transcription PCR (qRT-PCR) and tissue array analyses. ILF2 was found to be elevated in CRC, and was predicted to serve as a negative index for patients. Subsequently, cell proliferation was detected by Cell Counting Kit-8 (CCK-8) assay and colony formation, and tumor growth was evaluated by establishing xenografted mouse models. Our results showed that knockout of ILF2 markedly inhibited cell proliferation and tumor growth of CRC. Moreover, we found ILF2 was ubiquitinated, and further co-immunoprecipitation (Co-IP) coupled with liquid chromatography-tandem mass spectrometry analysis indicated that ILF2 may be a novel substrate of the deubiquitinating enzyme ubiquitin specific peptidase 5 (USP5). Further reciprocal Co-IP assays confirmed that ILF2 interacted with USP5. Enforced expression of USP5 reduced ubiquitinated ILF2 and increased ILF2 level, whereas catalytic inactive USP5 did not. While USP5 inhibitor WP1130 downregulated ILF2 and inhibited CRC cell growth, the effects were markedly abolished by ILF2 overexpression. These data demonstrate that the USP5/ILF2 axis mediates the tumorigenesis of CRC, which highlights the USP5/ILF2 axis as a promising therapeutic target for CRC treatment.	American journal of cancer research	2025	['You W', 'Xu X', 'Ye J', 'Cui X', 'Han K', 'Chen G', 'Yang P', 'Yang Y']	41523258
The role of EGFR mutations in sensitivity of PD-1/PD-L1 blockade in non-small cell lung cancer.	In non-small cell lung cancer (NSCLC), epidermal growth factor receptor (EGFR) is one of the most prevalent driver gene, whose expression and recurrent mutations are closely related to the prognosis of patients. EGFR tyrosine kinase inhibitors (EGFR-TKIs) are ones of the most used among the first line treatment of NSCLC, but their efficacy is significantly reduced due to the inevitable development of acquired EGFR-TKI resistance. Consequently, searching for innovative drugs to overcome this challenge is urgent. Immune checkpoint inhibitors such as antibodies against the programmed cell death protein-1 (PD-1) or its ligand (PD-L1), have exhibited remarkable potential in NSCLC therapy. While the response rates of PD-1/PD-L1 blockade in EGFR-mutated NSCLC patients remain controversial. To gain deeper insights, we first analyzed the different therapeutic effect of PD-1/PD-L1 blockade between EGFR wild-type and mutated NSCLC patients. Meanwhile, the factors and the mechanisms that affect therapeutic effect of PD-1/PD-L1 blockade were summarized, including PD-1/PD-L1 expression levels, the tumor microenvironment (TME), and the adoption of combination therapy strategies. Furthermore, we comprehensively evaluated the combinatorial therapeutic effect with established synergistic potential within these factors. Moreover, we further explored the potential of PD-1/PD-L1 as a predictive biomarker for EGFR mutations by conducting a systematic and multidimensional analysis, aiming to refine therapeutic decision-making and facilitate personalized treatment strategies for EGFR-mutated NSCLC. Additionally, we also discussed the novel strategies that could alleviate the EGFR-TKIs resistance in NSCLC base on PD-1/PD-L1 immune inhibitors, shedding light on challenges facing future research.	American journal of cancer research	2025	['Guo J', 'Yang L', 'Li X', 'Rao X', 'Chen F', 'Wu P', 'Bi M', 'Yuan Z', 'Yang J', 'Wang S', 'Xia Z', 'Wang J', 'Liu S', 'Lv Q']	41523257
The clinicopathological features, treatment patterns, and prognosis of trichilemmal carcinoma: a retrospective case-series study.	Trichilemmal carcinoma (TC) is a rare malignant cutaneous appendage neoplasm originating from the epithelium of the outer root sheath of hair follicles. TC is generally non-invasive, causing only localized damage, and can be successfully managed with wide excision. Although recurrence and metastasis are rare, such cases often exhibit high malignancy, necessitating regular follow-up. Here, a retrospective study was conducted to review the clinical and histopathological features, diagnosis, and treatment of TC. Seven TC patients were enrolled in this study with 3 female and 4 male patients. The average age was 56.14+/-20.72 years old and the average year of lesion onset to clinic visit was 3.91+/-5.07 years. All patients received enlarged excision therapy. Six of Seven patients were followed for at least two years. Only one reported lesion relapse one year after surgery with 0.5 cm enlarged margin. In conclusion, surgery is a great method for TC treatment with at least 1 cm margin. Long-term post operative follow-up is necessary to screening recurrence.	American journal of cancer research	2025	['Shi C', 'Liu B', 'Wei B', 'Zhang W', 'Liu H', 'Chen P']	41523254
The impact of radiogenomics on breast cancer.	Advances in radiomics and machine learning techniques have facilitated the extraction of quantitative radiomic features that can be correlated with genomic data. Breast MRI-based radiogenomics, which combines MRI radiomics and genomics, is an emerging field that non-invasively reflects tumor heterogeneity and assesses the biological behaviour of breast cancer. Studies have shown that radiogenomics has the potential to replace traditional genetic testing for breast cancer, reducing the need for invasive procedures such as biopsies. In the future, the clinical application of radiogenomics as a tool for molecular subtype identification, treatment response and prognosis prediction, and recurrence risk assessment is both necessary and feasible.	American journal of cancer research	2025	['Guo X', 'Xiang X', 'Zhuang C', 'Zhang H']	41523253
